City_ID,City,Latitude,Longitude,Maximum Temperature (°C),Humidity (%),Cloudiness (%),Wind Speed (m/s),Country,Date
362,waingapu,-9.6567,120.2641,27.05,83,99,1.13,ID,1708796990
363,mazatlan,23.2167,-106.4167,24.39,67,75,0.45,MX,1708796990
364,kalmunai,7.4167,81.8167,25.23,77,6,2.07,LK,1708796991
365,greymouth,-42.4667,171.2,13.42,92,52,1.29,NZ,1708796991
366,flying fish cove,-10.4217,105.6791,25.82,88,40,1.54,CX,1708796991
367,bathsheba,13.2167,-59.5167,30.34,66,40,9.26,BB,1708796991
368,kayyerkan,69.3786,87.7439,-19.28,70,94,4.14,RU,1708796992
369,namibe,-15.1961,12.1522,25.21,83,100,4.93,AO,1708796992
370,nykobing falster,54.7691,11.8743,6.16,84,75,0.89,DK,1708796992
371,sarykemer,43.0,71.5,-7.29,95,100,3.15,KZ,1708796993
372,piraeus,37.947,23.645,16.86,81,20,2.68,GR,1708796993
373,saldanha,-33.0117,17.9442,20.03,84,100,8.28,ZA,1708796993
374,kodinsk,58.6881,99.1844,-25.31,100,93,0.82,RU,1708796993
375,wenchang,30.904,118.4887,-1.02,91,100,2.23,CN,1708796994
376,smithers,54.7804,-127.1743,-1.82,93,100,0.0,CA,1708796994
377,yuto,-23.6434,-64.4719,28.01,72,98,0.45,AR,1708796994
378,conduaga,8.862,117.4893,25.34,84,11,1.29,PH,1708796995
379,bechar,31.6167,-2.2167,18.18,20,20,10.8,DZ,1708796995
380,lagos,6.5833,3.75,32.18,66,98,1.18,NG,1708796914
381,chichiriviche,10.9333,-68.2772,27.72,70,80,4.28,VE,1708796996
382,vegreville,53.5001,-112.0518,-0.97,71,25,6.69,CA,1708796996
383,lompoc,34.6391,-120.4579,20.47,68,0,3.09,US,1708796996
384,east london,-33.0153,27.9116,22.52,78,20,3.09,ZA,1708796997
385,mezhdurechenskiy,59.6,65.9333,-7.68,95,55,3.14,RU,1708796997
386,kailua-kona,19.6406,-155.9956,21.98,70,0,3.09,US,1708796997
387,veinticinco de mayo,-35.4323,-60.1727,28.67,33,11,4.48,AR,1708796997
388,bardai,11.65,7.2333,28.44,22,86,3.6,NG,1708796998
389,semnan,35.5729,53.3971,5.08,64,99,5.76,IR,1708796998
390,fortuna,40.5982,-124.1573,12.77,89,0,0.0,US,1708796998
391,sinabang,2.4803,96.3801,27.33,82,97,3.81,ID,1708796999
392,ashta,23.0167,76.7167,17.83,23,0,3.23,IN,1708796999
393,charters towers,-20.1,146.2667,20.29,86,90,3.45,AU,1708796999
394,kimbe,-5.5502,150.1429,25.29,93,100,2.26,PG,1708796999
395,alice springs,-23.7,133.8833,27.9,34,0,3.6,AU,1708797000
396,wenshui,28.4506,106.5267,1.53,93,100,0.83,CN,1708797000
397,thurles,52.6819,-7.8022,7.49,84,88,2.3,IE,1708797000
398,bilmak,47.3624,36.6511,3.1,66,16,8.12,UA,1708797001
399,constantia,44.1833,28.65,10.39,81,52,7.09,RO,1708797001
400,watsa,3.0372,29.5355,27.21,36,99,0.14,CD,1708797001
401,tokar,18.4254,37.729,25.35,80,95,6.32,SD,1708797002
402,chernyakhovsk,54.6335,21.8156,4.64,83,95,4.72,RU,1708797002
403,alta,69.9689,23.2717,4.59,78,20,6.69,NO,1708797003
404,sitka,57.0531,-135.33,0.94,80,20,2.06,US,1708797004
405,xacmaz,41.4635,48.806,1.82,76,100,1.11,AZ,1708797004
406,ugoofaaru,5.6667,73.0,28.13,71,74,4.33,MV,1708797005
407,kudahuvadhoo,2.6708,72.8944,28.06,75,71,6.27,MV,1708797005
408,choibalsan,48.0667,114.5,-19.38,99,100,1.89,MN,1708797006
409,banyo,6.75,11.8167,27.88,25,97,2.02,CM,1708797006
410,pandan,14.0453,124.1694,25.36,89,54,6.74,PH,1708797007
411,vilyuchinsk,52.9306,158.4028,-20.04,75,6,4.47,RU,1708797007
412,poronaysk,49.2167,143.1167,-23.05,95,17,1.71,RU,1708797008
413,vrindavan,27.5833,77.7,14.6,28,45,2.74,IN,1708797008
414,rawson,-43.3002,-65.1023,20.51,42,100,10.33,AR,1708797008
415,myeik,12.4333,98.6,25.62,76,9,1.44,MM,1708797009
416,mana,5.6592,-53.7767,28.25,74,70,5.74,GF,1708797010
417,port-gentil,-0.7193,8.7815,29.98,79,40,2.06,GA,1708797010
418,botucatu,-22.8858,-48.445,29.05,57,30,0.41,BR,1708797011
419,ancud,-41.8697,-73.8203,16.53,61,28,3.58,CL,1708797011
420,mancora,-4.1078,-81.0475,29.08,68,57,4.57,PE,1708797011
421,scottburgh,-30.2867,30.7532,25.76,82,86,1.38,ZA,1708797012
422,fredericia,55.5657,9.7526,6.35,89,100,4.32,DK,1708797012
423,remire-montjoly,4.9167,-52.2667,26.02,100,75,1.54,GF,1708797013
424,villa canas,-34.0057,-61.6076,30.03,33,18,3.08,AR,1708797013
425,martinsburg,39.4562,-77.9639,7.73,61,75,3.09,US,1708797014
426,sao vicente,-23.9631,-46.3919,31.66,49,75,2.57,BR,1708796972
427,sohar,24.3643,56.7468,23.56,63,16,3.62,OM,1708797014
428,rundu,-17.9333,19.7667,28.53,27,100,2.87,NA,1708797015
429,port-vila,-17.7338,168.3219,26.71,86,85,6.11,VU,1708797015
430,walvis bay,-22.9575,14.5053,18.38,71,11,8.03,NA,1708797016
431,zouerate,22.7187,-12.4521,24.97,22,0,7.9,MR,1708797016
432,sogndal,61.2283,7.1003,4.21,86,75,1.54,NO,1708797017
433,matoury,4.8483,-52.3317,25.98,100,75,1.54,GF,1708797018
434,senanga,-16.1167,23.2667,25.67,45,100,1.88,ZM,1708797018
435,asau,46.4333,26.4,9.6,63,100,1.75,RO,1708797019
436,puerto deseado,-47.7503,-65.8938,16.57,50,19,7.98,AR,1708797019
437,xilin hot,43.9667,116.0333,-21.02,100,16,0.35,CN,1708797020
438,kruisfontein,-34.0033,24.7314,19.94,81,52,2.71,ZA,1708797021
439,pangody,65.85,74.4859,-12.25,95,100,6.52,RU,1708797022
440,buga,3.9009,-76.2978,29.84,56,61,1.03,CO,1708797023
441,retreat,38.8245,-85.8533,1.64,67,99,1.79,US,1708797024
442,necochea,-38.5473,-58.7368,18.74,47,1,6.19,AR,1708797025
443,phang nga,8.4509,98.5298,26.02,85,62,1.8,TH,1708797026
444,leticia,-4.2153,-69.9406,35.03,59,20,3.6,CO,1708797026
445,grand baie,-20.0182,57.5802,26.92,88,72,2.24,MU,1708797027
446,la passe,45.5549,-0.8967,8.13,76,94,6.45,FR,1708797028
447,nuuk,64.1835,-51.7216,-4.66,100,100,4.12,GL,1708797029
448,inirida,3.8653,-67.9239,39.26,24,56,1.02,CO,1708797030
449,callaway,30.153,-85.5699,21.12,53,0,5.66,US,1708797030
450,el granada,37.5027,-122.4694,18.84,66,0,2.57,US,1708797031
451,salalah,17.0151,54.0924,26.05,69,20,1.03,OM,1708797032
452,saint-pierre,-21.3393,55.4781,25.82,94,100,2.06,RE,1708797033
453,bengkulu,-3.8004,102.2655,25.2,90,99,1.44,ID,1708796841
454,hacienda huancane,-15.8222,-70.8856,9.96,62,99,3.92,PE,1708797034
455,al kharj,24.155,47.3346,27.32,21,8,6.2,SA,1708797034
456,cabo san lucas,22.8909,-109.9124,27.56,64,75,1.54,MX,1708796429
457,suzzara,44.9919,10.7431,11.68,80,100,2.71,IT,1708797035
458,malangas,7.6303,123.0317,23.94,81,34,2.11,PH,1708797036
459,tambacounda,13.7539,-13.7586,37.03,14,0,3.09,SN,1708797036
460,thinadhoo,0.5333,72.9333,27.8,82,55,6.38,MV,1708797037
461,balykshi,47.0667,51.8667,-8.0,73,0,4.0,KZ,1708797037
462,pajara,28.3504,-14.1076,19.73,63,18,11.2,ES,1708797037
463,pokhara,28.2333,83.9833,9.55,18,36,3.48,NP,1708797038
464,nagqu,31.5,92.0,-8.96,37,85,9.02,CN,1708797038
465,cannonvale,-20.2833,148.7,26.66,86,100,6.59,AU,1708797038
466,virac,13.6333,124.2167,21.56,91,52,4.75,PH,1708797039
467,kragero,58.8693,9.4149,4.14,96,100,2.31,NO,1708797039
468,harstad,68.799,16.5293,5.66,97,99,12.07,NO,1708797039
469,ryton,52.6167,-2.35,6.88,83,97,1.04,GB,1708797040
470,dunedin,-45.8742,170.5036,13.78,74,44,4.47,NZ,1708796860
471,libertad,8.9442,125.5019,21.82,91,8,1.94,PH,1708797040
472,ibotirama,-12.1853,-43.2206,33.35,36,2,2.71,BR,1708797027
473,badagry,6.4167,2.8833,28.41,70,99,2.6,NG,1708797041
474,jandiala guru,31.5614,75.0267,12.96,30,72,2.56,IN,1708796796
475,malvan,16.0667,73.4667,23.39,58,28,4.13,IN,1708797042
476,chasong,41.4608,126.6414,-5.14,96,100,0.64,KP,1708797042
477,rio verde de mato grosso,-18.9181,-54.8442,32.61,49,66,3.9,BR,1708796808
478,dzilam gonzalez,21.2833,-88.9333,27.22,49,2,3.52,MX,1708797043
479,mogadishu,2.0371,45.3438,27.09,78,100,8.65,SO,1708797043
480,northam,51.0333,-4.2167,6.48,87,56,3.73,GB,1708797043
481,onega,63.9061,38.1404,0.93,99,100,4.53,RU,1708797043
482,ghat,24.9647,10.1728,23.28,11,1,6.42,LY,1708797044
483,turabah,21.2141,41.6331,23.32,45,3,3.4,SA,1708797044
484,benghazi,32.1167,20.0667,18.55,54,34,3.52,LY,1708797044
485,yokadouma,3.5167,15.05,27.26,30,35,0.93,CM,1708797045
486,srivardhan,18.0333,73.0167,22.04,52,1,3.33,IN,1708797045
487,yeniseysk,58.4497,92.1703,-23.92,99,97,1.34,RU,1708797045
488,zhanaozen,43.3,52.8,-0.87,62,98,4.38,KZ,1708797045
489,puerto carreno,6.189,-67.4859,34.99,43,0,4.63,CO,1708797046
490,enewetak,11.3474,162.3373,25.84,79,97,7.98,MH,1708797046
491,antofagasta,-23.65,-70.4,23.6,69,83,4.42,CL,1708796767
492,abraveses,40.6814,-7.921,9.49,86,78,3.48,PT,1708797047
493,yaren,-0.5472,166.916,28.2,72,79,2.07,NR,1708797047
494,berlin,52.5244,13.4105,9.48,64,0,3.6,DE,1708796450
495,cromer,52.9312,1.2989,7.04,65,8,0.89,GB,1708797048
496,plastun,44.7561,136.2939,-9.57,70,39,2.12,RU,1708797048
497,island harbour,50.724,-1.2758,7.4,88,47,0.45,GB,1708797048
498,port hedland,-20.3167,118.5667,28.03,83,79,5.14,AU,1708797049
499,shingu,33.7333,135.9833,9.26,95,100,4.76,JP,1708797049
500,hobbs,32.7026,-103.136,19.9,28,0,5.66,US,1708796815
501,nalut,30.3333,10.85,18.61,23,83,5.14,LY,1708797050
502,gloucester,51.8657,-2.2431,7.42,78,20,0.45,GB,1708797050
503,mamuju,-2.6748,118.8885,26.33,87,100,3.95,ID,1708797050
504,jakobstad,63.6749,22.7026,2.24,81,100,4.54,FI,1708797051
505,pontevedra,42.431,-8.6444,12.3,92,94,4.25,ES,1708797051
506,hun,29.1268,15.9477,21.46,20,47,5.4,LY,1708797051
507,hiratacho,35.4333,132.8167,4.98,75,75,1.54,JP,1708797052
508,port moresby,-9.4431,147.1797,25.61,86,89,1.5,PG,1708796821
509,ad dilam,23.9915,47.1627,27.23,21,3,5.75,SA,1708797052
510,culebra,18.303,-65.301,29.02,73,77,4.27,PR,1708797052
511,ar raqqah,35.95,39.0167,14.18,67,100,2.75,SY,1708797053
512,nyandoma,61.669,40.1991,0.09,97,100,5.01,RU,1708797053
513,wynyard,-41.0,145.7167,15.91,73,69,2.74,AU,1708797053
514,butte,39.6499,-121.5677,18.32,71,0,2.06,US,1708797054
515,taneytown,39.6579,-77.1744,8.12,59,40,3.6,US,1708797054
516,tondon,10.3667,-13.35,36.29,18,28,3.2,GN,1708797054
517,beyneu,45.3167,55.2,-4.23,47,78,5.49,KZ,1708797055
518,aberdeen,57.1437,-2.0981,5.27,84,40,2.06,GB,1708796831
519,panaji,15.4833,73.8333,26.0,69,6,2.06,IN,1708797055
520,malanje,-9.5402,16.341,20.34,95,100,0.9,AO,1708797056
521,kibaya,-5.3,36.5667,16.87,95,100,1.99,TZ,1708797056
522,padangsidempuan,1.3667,99.2667,22.24,99,99,0.78,ID,1708797056
523,punta del este,-34.9667,-54.95,25.06,75,40,8.75,UY,1708797057
524,sittwe,20.15,92.9,22.61,87,1,4.3,MM,1708797057
525,birstein,50.35,9.3,6.08,80,52,2.6,DE,1708797057
526,sur,22.5667,59.5289,24.02,62,1,3.84,OM,1708797057
527,lakatoro,-16.0999,167.4164,27.04,86,39,3.47,VU,1708797058
528,kanniyakumari,8.0833,77.5667,27.13,79,8,1.91,IN,1708797058
529,kolonia town,6.964,158.206,27.74,82,100,9.51,FM,1708797058
530,port augusta,-32.5,137.7667,18.29,34,20,1.61,AU,1708797059
531,fort bragg,35.139,-79.006,17.12,40,75,5.66,US,1708797059
532,mutum,-19.8,-41.4383,29.34,70,83,1.34,BR,1708797059
533,east ballina,-28.8667,153.5833,22.67,94,100,4.17,AU,1708797060
534,sungai penuh,-2.0833,101.3833,19.25,98,100,0.63,ID,1708797060
535,ejirin,6.6142,3.9002,26.75,67,99,1.24,NG,1708797060
536,bakanas,44.8081,76.2772,-7.93,73,45,2.84,KZ,1708797060
537,rio casca,-20.2261,-42.6508,29.64,69,90,1.97,BR,1708797061
538,tumayr,25.7039,45.868,21.57,30,98,9.23,SA,1708797061
539,karasburg,-28.0167,18.75,25.02,16,4,8.76,NA,1708797062
540,caister-on-sea,52.6481,1.7265,7.17,82,8,3.27,GB,1708797061
541,xiva,41.3783,60.3639,-3.01,42,94,6.41,UZ,1708797063
542,gunjur,13.2019,-16.7339,35.04,11,100,4.63,GM,1708797063
543,menongue,-14.6585,17.691,24.4,36,100,2.41,AO,1708797063
544,kristiansund,63.1115,7.732,5.36,60,40,3.6,NO,1708797064
545,sabang,5.8933,95.3214,28.3,74,91,3.79,ID,1708797064
546,markovo,57.3206,107.0881,-31.44,100,83,1.15,RU,1708797065
547,loa janan,-0.583,117.095,24.13,98,78,0.86,ID,1708797067
548,tripoli,32.8752,13.1875,19.74,46,98,5.94,LY,1708797069
549,igurubi,-4.0,33.7,20.77,86,100,1.06,TZ,1708797069
550,gizo,-8.103,156.8419,27.14,80,100,1.37,SB,1708797071
551,kenai,60.5544,-151.2583,-3.28,94,100,2.06,US,1708797075
552,botro,7.8525,-5.3106,37.71,10,57,1.13,CI,1708797077
553,arcadia,34.1397,-118.0353,21.23,46,0,0.45,US,1708797077
554,homer,59.6425,-151.5483,0.93,74,75,9.39,US,1708797078
555,fort mcmurray,56.7268,-111.381,-9.23,79,100,4.12,CA,1708797078
556,prado,-17.3411,-39.2208,28.89,68,2,3.31,BR,1708797079
557,zalesovo,53.9939,84.7431,-21.56,100,90,0.9,RU,1708797084
558,bria,6.5423,21.9863,31.42,22,95,1.76,CF,1708797086
559,west livingston,30.6983,-95.0019,24.03,49,0,0.89,US,1708797087
560,zavety il'icha,49.0294,140.2494,-18.8,92,35,1.76,RU,1708797087
561,las lomitas,-24.7096,-60.593,35.87,39,97,2.02,AR,1708797087
562,veraval,20.9,70.3667,22.65,43,0,4.13,IN,1708797088
563,biltine,14.5333,20.9167,30.07,18,28,4.13,TD,1708797088
564,taltal,-25.4,-70.4833,23.33,71,42,4.12,CL,1708796838
565,belmonte,-15.8631,-38.8828,29.09,67,44,3.55,BR,1708797089
566,ilebo,-4.3167,20.5833,23.26,98,80,1.19,CD,1708797089
567,rabaul,-4.1967,152.1721,27.1,78,96,1.69,PG,1708797090
568,heniches'k,46.1759,34.8034,5.65,80,16,8.36,UA,1708797091
569,tarawa,1.419,172.984,27.05,94,20,0.51,KI,1708797091
570,whitby,54.4877,-0.615,6.7,84,13,1.58,GB,1708796671
571,new london,41.4834,-72.0662,6.01,63,75,5.66,US,1708797092
572,bowen,-20.0167,148.2333,22.87,86,100,3.89,AU,1708797093
573,nagato,34.3833,131.2,6.05,87,100,2.14,JP,1708797093
574,sergeyevka,53.88,67.4158,-14.55,92,81,4.79,KZ,1708797094
575,riohacha,11.5444,-72.9072,31.06,66,20,5.66,CO,1708796547
576,price,39.5994,-110.8107,5.06,51,0,1.54,US,1708797095
577,staraya russa,57.9944,31.3608,1.1,91,100,7.47,RU,1708797096
578,urangan,-25.3,152.9,24.55,95,100,4.02,AU,1708797096
579,ambon,-3.6954,128.1814,28.38,12,40,3.09,ID,1708797097
580,peebles,55.6519,-3.1888,5.4,98,98,1.48,GB,1708797097
581,tamanrasset,22.785,5.5228,21.95,11,0,6.69,DZ,1708797098
582,okhotsk,59.3833,143.3,-24.96,83,22,4.61,RU,1708797098
